OH,OWB,ICB
26,13,64
26,13,64
26,13,64
26,13,64
10,7,128
10,7,128
10,7,128
10,7,128
80,16,64
80,16,64
80,16,64
80,16,64
12,32,32
12,32,32
12,32,32
12,32,32
40,8,64
40,8,64
40,8,64
40,8,64
34,23,16
34,23,16
34,23,16
34,23,16
45,13,64
45,13,64
45,13,64
45,13,64
18,4,128
18,4,128
18,4,128
18,4,128
8,20,128
8,20,128
8,20,128
8,20,128
16,11,32
16,11,32
16,11,32
16,11,32
7,4,256
7,4,256
7,4,256
7,4,256
16,8,128
16,8,128
16,8,128
16,8,128
29,7,64
29,7,64
29,7,64
29,7,64
7,7,128
7,7,128
7,7,128
7,7,128
56,16,64
56,16,64
56,16,64
56,16,64
48,32,32
48,32,32
48,32,32
48,32,32
26,6,64
26,6,64
26,6,64
26,6,64
32,8,32
32,8,32
32,8,32
32,8,32
32,20,64
32,20,64
32,20,64
32,20,64
20,4,64
20,4,64
20,4,64
20,4,64
80,20,32
80,20,32
80,20,32
80,20,32
3,6,64
3,6,64
3,6,64
3,6,64
120,32,32
120,32,32
120,32,32
120,32,32
32,7,64
32,7,64
32,7,64
32,7,64
104,21,16
104,21,16
104,21,16
104,21,16
80,16,32
80,16,32
80,16,32
80,16,32
48,16,64
48,16,64
48,16,64
48,16,64
2,4,64
2,4,64
2,4,64
2,4,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
32,7,64
32,7,64
32,7,64
32,7,64
128,26,16
128,26,16
128,26,16
128,26,16
40,10,128
40,10,128
40,10,128
40,10,128
11,11,32
11,11,32
11,11,32
11,11,32
128,26,16
128,26,16
128,26,16
128,26,16
8,3,128
8,3,128
8,3,128
8,3,128
96,32,64
96,32,64
96,32,64
96,32,64
160,32,16
160,32,16
160,32,16
160,32,16
3,2,64
3,2,64
3,2,64
3,2,64
68,45,1
68,45,1
68,45,1
68,45,1
26,6,64
26,6,64
26,6,64
26,6,64
32,7,128
32,7,128
32,7,128
32,7,128
32,7,128
32,7,128
32,7,128
32,7,128
13,3,256
13,3,256
13,3,256
13,3,256
10,7,128
10,7,128
10,7,128
10,7,128
13,3,256
13,3,256
13,3,256
13,3,256
180,52,16
180,52,16
180,52,16
180,52,16
32,10,256
32,10,256
32,10,256
32,10,256
32,8,32
32,8,32
32,8,32
32,8,32
48,32,64
48,32,64
48,32,64
48,32,64
120,32,32
120,32,32
120,32,32
120,32,32
28,6,64
28,6,64
28,6,64
28,6,64
10,2,64
10,2,64
10,2,64
10,2,64
26,6,64
26,6,64
26,6,64
26,6,64
10,2,64
10,2,64
10,2,64
10,2,64
40,8,64
40,8,64
40,8,64
40,8,64
32,7,64
32,7,64
32,7,64
32,7,64
16,40,16
16,40,16
16,40,16
16,40,16
333,84,1
333,84,1
333,84,1
333,84,1
32,8,32
32,8,32
32,8,32
32,8,32
26,7,128
26,7,128
26,7,128
26,7,128
112,23,32
112,23,32
112,23,32
112,23,32
10,2,64
10,2,64
10,2,64
10,2,64
16,5,64
16,5,64
16,5,64
16,5,64
12,10,128
12,10,128
12,10,128
12,10,128
68,23,16
68,23,16
68,23,16
68,23,16
120,32,32
120,32,32
120,32,32
120,32,32
144,32,64
144,32,64
144,32,64
144,32,64
45,45,1
45,45,1
45,45,1
45,45,1
10,2,64
10,2,64
10,2,64
10,2,64
32,8,32
32,8,32
32,8,32
32,8,32
32,7,64
32,7,64
32,7,64
32,7,64
480,160,8
480,160,8
480,160,8
480,160,8
16,8,64
16,8,64
16,8,64
16,8,64
32,8,32
32,8,32
32,8,32
32,8,32
20,4,64
20,4,64
20,4,64
20,4,64
160,32,64
160,32,64
160,32,64
160,32,64
26,6,64
26,6,64
26,6,64
26,6,64
80,16,64
80,16,64
80,16,64
80,16,64
16,5,256
16,5,256
16,5,256
16,5,256
1,2,64
1,2,64
1,2,64
1,2,64
120,32,32
120,32,32
120,32,32
120,32,32
40,8,64
40,8,64
40,8,64
40,8,64
13,3,128
13,3,128
13,3,128
13,3,128
10,8,32
10,8,32
10,8,32
10,8,32
13,3,256
13,3,256
13,3,256
13,3,256
80,20,64
80,20,64
80,20,64
80,20,64
80,16,64
80,16,64
80,16,64
80,16,64
52,13,64
52,13,64
52,13,64
52,13,64
3,6,128
3,6,128
3,6,128
3,6,128
19,6,64
19,6,64
19,6,64
19,6,64
64,16,16
64,16,16
64,16,16
64,16,16
256,52,16
256,52,16
256,52,16
256,52,16
32,8,32
32,8,32
32,8,32
32,8,32
416,84,1
416,84,1
416,84,1
416,84,1
8,4,64
8,4,64
8,4,64
8,4,64
80,20,128
80,20,128
80,20,128
80,20,128
32,7,64
32,7,64
32,7,64
32,7,64
80,16,64
80,16,64
80,16,64
80,16,64
36,8,64
36,8,64
36,8,64
36,8,64
80,16,16
80,16,16
80,16,16
80,16,16
144,32,16
144,32,16
144,32,16
144,32,16
20,5,64
20,5,64
20,5,64
20,5,64
14,3,128
14,3,128
14,3,128
14,3,128
45,13,64
45,13,64
45,13,64
45,13,64
157,45,1
157,45,1
157,45,1
157,45,1
2,4,64
2,4,64
2,4,64
2,4,64
77,52,16
77,52,16
77,52,16
77,52,16
10,3,128
10,3,128
10,3,128
10,3,128
40,8,64
40,8,64
40,8,64
40,8,64
72,16,64
72,16,64
72,16,64
72,16,64
6,5,64
6,5,64
6,5,64
6,5,64
128,26,32
128,26,32
128,26,32
128,26,32
120,32,32
120,32,32
120,32,32
120,32,32
8,4,128
8,4,128
8,4,128
8,4,128
8,8,64
8,8,64
8,8,64
8,8,64
3,2,64
3,2,64
3,2,64
3,2,64
8,10,64
8,10,64
8,10,64
8,10,64
4,4,64
4,4,64
4,4,64
4,4,64
16,8,32
16,8,32
16,8,32
16,8,32
23,8,32
23,8,32
23,8,32
23,8,32
72,32,32
72,32,32
72,32,32
72,32,32
320,80,1
320,80,1
320,80,1
320,80,1
3,4,256
3,4,256
3,4,256
3,4,256
32,7,64
32,7,64
32,7,64
32,7,64
20,7,128
20,7,128
20,7,128
20,7,128
40,8,64
40,8,64
40,8,64
40,8,64
96,128,8
96,128,8
96,128,8
96,128,8
10,8,32
10,8,32
10,8,32
10,8,32
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
112,40,16
112,40,16
112,40,16
112,40,16
80,16,32
80,16,32
80,16,32
80,16,32
72,16,64
72,16,64
72,16,64
72,16,64
224,45,1
224,45,1
224,45,1
224,45,1
52,11,32
52,11,32
52,11,32
52,11,32
40,8,64
40,8,64
40,8,64
40,8,64
16,8,64
16,8,64
16,8,64
16,8,64
23,8,32
23,8,32
23,8,32
23,8,32
160,32,64
160,32,64
160,32,64
160,32,64
160,40,16
160,40,16
160,40,16
160,40,16
40,8,64
40,8,64
40,8,64
40,8,64
20,8,32
20,8,32
20,8,32
20,8,32
20,13,32
20,13,32
20,13,32
20,13,32
40,10,128
40,10,128
40,10,128
40,10,128
40,8,64
40,8,64
40,8,64
40,8,64
48,32,32
48,32,32
48,32,32
48,32,32
125,42,8
125,42,8
125,42,8
125,42,8
16,32,64
16,32,64
16,32,64
16,32,64
120,32,32
120,32,32
120,32,32
120,32,32
20,4,64
20,4,64
20,4,64
20,4,64
12,4,64
12,4,64
12,4,64
12,4,64
20,5,512
20,5,512
20,5,512
20,5,512
4,7,64
4,7,64
4,7,64
4,7,64
80,16,64
80,16,64
80,16,64
80,16,64
60,32,32
60,32,32
60,32,32
60,32,32
26,6,64
26,6,64
26,6,64
26,6,64
224,45,16
224,45,16
224,45,16
224,45,16
120,32,32
120,32,32
120,32,32
120,32,32
120,32,32
120,32,32
120,32,32
120,32,32
12,4,64
12,4,64
12,4,64
12,4,64
80,20,128
80,20,128
80,20,128
80,20,128
29,8,32
29,8,32
29,8,32
29,8,32
48,16,64
48,16,64
48,16,64
48,16,64
480,128,8
480,128,8
480,128,8
480,128,8
120,32,32
120,32,32
120,32,32
120,32,32
480,128,8
480,128,8
480,128,8
480,128,8
32,16,32
32,16,32
32,16,32
32,16,32
28,12,64
28,12,64
28,12,64
28,12,64
34,12,64
34,12,64
34,12,64
34,12,64
96,160,1
96,160,1
96,160,1
96,160,1
32,7,64
32,7,64
32,7,64
32,7,64
125,84,1
125,84,1
125,84,1
125,84,1
40,8,64
40,8,64
40,8,64
40,8,64
40,16,64
40,16,64
40,16,64
40,16,64
72,16,64
72,16,64
72,16,64
72,16,64
64,20,64
64,20,64
64,20,64
64,20,64
32,7,64
32,7,64
32,7,64
32,7,64
80,40,16
80,40,16
80,40,16
80,40,16
47,13,64
47,13,64
47,13,64
47,13,64
80,16,64
80,16,64
80,16,64
80,16,64
52,13,32
52,13,32
52,13,32
52,13,32
4,3,128
4,3,128
4,3,128
4,3,128
10,2,64
10,2,64
10,2,64
10,2,64
24,6,64
24,6,64
24,6,64
24,6,64
12,3,256
12,3,256
12,3,256
12,3,256
52,11,32
52,11,32
52,11,32
52,11,32
11,3,384
11,3,384
11,3,384
11,3,384
40,8,64
40,8,64
40,8,64
40,8,64
72,16,32
72,16,32
72,16,32
72,16,32
40,16,32
40,16,32
40,16,32
40,16,32
160,32,64
160,32,64
160,32,64
160,32,64
160,32,64
160,32,64
160,32,64
160,32,64
20,4,64
20,4,64
20,4,64
20,4,64
432,128,8
432,128,8
432,128,8
432,128,8
16,7,128
16,7,128
16,7,128
16,7,128
160,32,64
160,32,64
160,32,64
160,32,64
13,3,128
13,3,128
13,3,128
13,3,128
80,16,32
80,16,32
80,16,32
80,16,32
32,7,64
32,7,64
32,7,64
32,7,64
16,8,32
16,8,32
16,8,32
16,8,32
16,4,128
16,4,128
16,4,128
16,4,128
48,20,64
48,20,64
48,20,64
48,20,64
4,8,38
4,8,38
4,8,38
4,8,38
26,26,16
26,26,16
26,26,16
26,26,16
40,8,64
40,8,64
40,8,64
40,8,64
103,26,16
103,26,16
103,26,16
103,26,16
40,8,64
40,8,64
40,8,64
40,8,64
160,32,64
160,32,64
160,32,64
160,32,64
128,52,16
128,52,16
128,52,16
128,52,16
32,13,64
32,13,64
32,13,64
32,13,64
51,12,64
51,12,64
51,12,64
51,12,64
14,3,128
14,3,128
14,3,128
14,3,128
32,7,128
32,7,128
32,7,128
32,7,128
32,8,32
32,8,32
32,8,32
32,8,32
8,3,256
8,3,256
8,3,256
8,3,256
40,10,128
40,10,128
40,10,128
40,10,128
10,2,64
10,2,64
10,2,64
10,2,64
12,32,32
12,32,32
12,32,32
12,32,32
32,7,128
32,7,128
32,7,128
32,7,128
10,2,64
10,2,64
10,2,64
10,2,64
72,20,64
72,20,64
72,20,64
72,20,64
320,80,1
320,80,1
320,80,1
320,80,1
3,6,128
3,6,128
3,6,128
3,6,128
32,7,64
32,7,64
32,7,64
32,7,64
120,32,32
120,32,32
120,32,32
120,32,32
24,16,64
24,16,64
24,16,64
24,16,64
56,20,64
56,20,64
56,20,64
56,20,64
160,32,64
160,32,64
160,32,64
160,32,64
96,32,16
96,32,16
96,32,16
96,32,16
52,13,64
52,13,64
52,13,64
52,13,64
47,11,32
47,11,32
47,11,32
47,11,32
40,10,256
40,10,256
40,10,256
40,10,256
32,8,32
32,8,32
32,8,32
32,8,32
40,10,32
40,10,32
40,10,32
40,10,32
104,26,32
104,26,32
104,26,32
104,26,32
20,4,128
20,4,128
20,4,128
20,4,128
160,32,16
160,32,16
160,32,16
160,32,16
120,32,32
120,32,32
120,32,32
120,32,32
480,160,1
480,160,1
480,160,1
480,160,1
12,8,64
12,8,64
12,8,64
12,8,64
40,8,64
40,8,64
40,8,64
40,8,64
14,5,512
14,5,512
14,5,512
14,5,512
42,26,32
42,26,32
42,26,32
42,26,32
10,2,64
10,2,64
10,2,64
10,2,64
32,8,32
32,8,32
32,8,32
32,8,32
80,16,32
80,16,32
80,16,32
80,16,32
10,4,128
10,4,128
10,4,128
10,4,128
40,8,64
40,8,64
40,8,64
40,8,64
26,52,16
26,52,16
26,52,16
26,52,16
94,21,16
94,21,16
94,21,16
94,21,16
32,40,64
32,40,64
32,40,64
32,40,64
14,3,128
14,3,128
14,3,128
14,3,128
24,32,32
24,32,32
24,32,32
24,32,32
144,32,64
144,32,64
144,32,64
144,32,64
28,6,128
28,6,128
28,6,128
28,6,128
480,128,8
480,128,8
480,128,8
480,128,8
45,12,32
45,12,32
45,12,32
45,12,32
120,32,32
120,32,32
120,32,32
120,32,32
12,3,128
12,3,128
12,3,128
12,3,128
24,16,32
24,16,32
24,16,32
24,16,32
6,7,128
6,7,128
6,7,128
6,7,128
80,16,64
80,16,64
80,16,64
80,16,64
80,16,64
80,16,64
80,16,64
80,16,64
16,7,64
16,7,64
16,7,64
16,7,64
32,7,128
32,7,128
32,7,128
32,7,128
160,32,64
160,32,64
160,32,64
160,32,64
10,2,64
10,2,64
10,2,64
10,2,64
10,2,64
10,2,64
10,2,64
10,2,64
32,8,32
32,8,32
32,8,32
32,8,32
480,128,8
480,128,8
480,128,8
480,128,8
4,10,64
4,10,64
4,10,64
4,10,64
167,84,1
167,84,1
167,84,1
167,84,1
416,84,1
416,84,1
416,84,1
416,84,1
32,8,32
32,8,32
32,8,32
32,8,32
10,8,32
10,8,32
10,8,32
10,8,32
192,160,1
192,160,1
192,160,1
192,160,1
13,4,256
13,4,256
13,4,256
13,4,256
16,8,64
16,8,64
16,8,64
16,8,64
160,32,64
160,32,64
160,32,64
160,32,64
160,32,16
160,32,16
160,32,16
160,32,16
13,8,128
13,8,128
13,8,128
13,8,128
13,8,38
13,8,38
13,8,38
13,8,38
104,21,16
104,21,16
104,21,16
104,21,16
8,6,64
8,6,64
8,6,64
8,6,64
48,40,16
48,40,16
48,40,16
48,40,16
80,16,64
80,16,64
80,16,64
80,16,64
32,8,38
32,8,38
32,8,38
32,8,38
48,16,16
48,16,16
48,16,16
48,16,16
48,32,32
48,32,32
48,32,32
48,32,32
10,4,64
10,4,64
10,4,64
10,4,64
120,32,32
120,32,32
120,32,32
120,32,32
32,7,64
32,7,64
32,7,64
32,7,64
16,20,64
16,20,64
16,20,64
16,20,64
20,4,128
20,4,128
20,4,128
20,4,128
26,13,32
26,13,32
26,13,32
26,13,32
32,8,32
32,8,32
32,8,32
32,8,32
80,16,16
80,16,16
80,16,16
80,16,16
256,52,16
256,52,16
256,52,16
256,52,16
128,40,16
128,40,16
128,40,16
128,40,16
40,10,256
40,10,256
40,10,256
40,10,256
10,7,64
10,7,64
10,7,64
10,7,64
160,40,64
160,40,64
160,40,64
160,40,64
20,6,128
20,6,128
20,6,128
20,6,128
20,10,128
20,10,128
20,10,128
20,10,128
80,32,64
80,32,64
80,32,64
80,32,64
104,21,16
104,21,16
104,21,16
104,21,16
80,16,64
80,16,64
80,16,64
80,16,64
96,32,32
96,32,32
96,32,32
96,32,32
48,20,32
48,20,32
48,20,32
48,20,32
20,5,512
20,5,512
20,5,512
20,5,512
32,8,32
32,8,32
32,8,32
32,8,32
20,13,64
20,13,64
20,13,64
20,13,64
128,26,32
128,26,32
128,26,32
128,26,32
20,5,128
20,5,128
20,5,128
20,5,128
63,42,8
63,42,8
63,42,8
63,42,8
32,7,64
32,7,64
32,7,64
32,7,64
480,160,1
480,160,1
480,160,1
480,160,1
20,4,64
20,4,64
20,4,64
20,4,64
16,8,64
16,8,64
16,8,64
16,8,64
8,4,64
8,4,64
8,4,64
8,4,64
6,3,256
6,3,256
6,3,256
6,3,256
26,26,32
26,26,32
26,26,32
26,26,32
40,8,64
40,8,64
40,8,64
40,8,64
17,6,128
17,6,128
17,6,128
17,6,128
10,4,256
10,4,256
10,4,256
10,4,256
64,13,32
64,13,32
64,13,32
64,13,32
32,8,32
32,8,32
32,8,32
32,8,32
64,16,32
64,16,32
64,16,32
64,16,32
12,23,16
12,23,16
12,23,16
12,23,16
20,4,64
20,4,64
20,4,64
20,4,64
9,2,64
9,2,64
9,2,64
9,2,64
96,40,64
96,40,64
96,40,64
96,40,64
4,4,64
4,4,64
4,4,64
4,4,64
39,13,32
39,13,32
39,13,32
39,13,32
18,4,64
18,4,64
18,4,64
18,4,64
20,8,32
20,8,32
20,8,32
20,8,32
26,8,32
26,8,32
26,8,32
26,8,32
4,7,64
4,7,64
4,7,64
4,7,64
56,12,64
56,12,64
56,12,64
56,12,64
80,16,32
80,16,32
80,16,32
80,16,32
28,8,64
28,8,64
28,8,64
28,8,64
20,8,64
20,8,64
20,8,64
20,8,64
6,4,64
6,4,64
6,4,64
6,4,64
256,52,16
256,52,16
256,52,16
256,52,16
160,32,64
160,32,64
160,32,64
160,32,64
160,32,64
160,32,64
160,32,64
160,32,64
160,32,64
160,32,64
160,32,64
160,32,64
34,12,64
34,12,64
34,12,64
34,12,64
128,26,32
128,26,32
128,26,32
128,26,32
64,32,16
64,32,16
64,32,16
64,32,16
4,8,32
4,8,32
4,8,32
4,8,32
32,8,64
32,8,64
32,8,64
32,8,64
112,23,16
112,23,16
112,23,16
112,23,16
20,4,64
20,4,64
20,4,64
20,4,64
80,16,16
80,16,16
80,16,16
80,16,16
160,32,16
160,32,16
160,32,16
160,32,16
24,10,256
24,10,256
24,10,256
24,10,256
84,32,32
84,32,32
84,32,32
84,32,32
80,16,64
80,16,64
80,16,64
80,16,64
32,8,32
32,8,32
32,8,32
32,8,32
64,13,64
64,13,64
64,13,64
64,13,64
32,8,64
32,8,64
32,8,64
32,8,64
16,8,64
16,8,64
16,8,64
16,8,64
40,10,256
40,10,256
40,10,256
40,10,256
21,21,16
21,21,16
21,21,16
21,21,16
56,12,32
56,12,32
56,12,32
56,12,32
128,32,64
128,32,64
128,32,64
128,32,64
13,3,384
13,3,384
13,3,384
13,3,384
4,4,64
4,4,64
4,4,64
4,4,64
112,23,32
112,23,32
112,23,32
112,23,32
256,52,1
256,52,1
256,52,1
256,52,1
208,42,8
208,42,8
208,42,8
208,42,8
104,21,16
104,21,16
104,21,16
104,21,16
13,3,256
13,3,256
13,3,256
13,3,256
20,4,128
20,4,128
20,4,128
20,4,128
26,7,64
26,7,64
26,7,64
26,7,64
20,4,64
20,4,64
20,4,64
20,4,64
64,13,64
64,13,64
64,13,64
64,13,64
108,32,32
108,32,32
108,32,32
108,32,32
28,8,64
28,8,64
28,8,64
28,8,64
13,3,128
13,3,128
13,3,128
13,3,128
20,5,256
20,5,256
20,5,256
20,5,256
144,40,64
144,40,64
144,40,64
144,40,64
32,8,32
32,8,32
32,8,32
32,8,32
7,3,384
7,3,384
7,3,384
7,3,384
40,8,64
40,8,64
40,8,64
40,8,64
16,8,64
16,8,64
16,8,64
16,8,64
20,13,64
20,13,64
20,13,64
20,13,64
24,10,32
24,10,32
24,10,32
24,10,32
40,10,128
40,10,128
40,10,128
40,10,128
13,13,32
13,13,32
13,13,32
13,13,32
20,7,64
20,7,64
20,7,64
20,7,64
80,20,64
80,20,64
80,20,64
80,20,64
13,6,64
13,6,64
13,6,64
13,6,64
40,10,128
40,10,128
40,10,128
40,10,128
48,40,16
48,40,16
48,40,16
48,40,16
40,8,64
40,8,64
40,8,64
40,8,64
20,4,64
20,4,64
20,4,64
20,4,64
4,4,64
4,4,64
4,4,64
4,4,64
20,4,64
20,4,64
20,4,64
20,4,64
8,8,64
8,8,64
8,8,64
8,8,64
80,16,64
80,16,64
80,16,64
80,16,64
20,4,128
20,4,128
20,4,128
20,4,128
6,4,64
6,4,64
6,4,64
6,4,64
64,13,32
64,13,32
64,13,32
64,13,32
40,8,64
40,8,64
40,8,64
40,8,64
32,8,32
32,8,32
32,8,32
32,8,32
160,32,64
160,32,64
160,32,64
160,32,64
64,13,64
64,13,64
64,13,64
64,13,64
32,7,64
32,7,64
32,7,64
32,7,64
32,20,64
32,20,64
32,20,64
32,20,64
80,16,32
80,16,32
80,16,32
80,16,32
80,20,64
80,20,64
80,20,64
80,20,64
80,16,32
80,16,32
80,16,32
80,16,32
13,3,128
13,3,128
13,3,128
13,3,128
2,5,256
2,5,256
2,5,256
2,5,256
32,7,64
32,7,64
32,7,64
32,7,64
160,40,64
160,40,64
160,40,64
160,40,64
2,3,128
2,3,128
2,3,128
2,3,128
4,8,64
4,8,64
4,8,64
4,8,64
14,4,128
14,4,128
14,4,128
14,4,128
32,8,32
32,8,32
32,8,32
32,8,32
84,32,32
84,32,32
84,32,32
84,32,32
80,20,64
80,20,64
80,20,64
80,20,64
224,45,16
224,45,16
224,45,16
224,45,16
160,40,16
160,40,16
160,40,16
160,40,16
5,2,64
5,2,64
5,2,64
5,2,64
20,4,64
20,4,64
20,4,64
20,4,64
6,4,64
6,4,64
6,4,64
6,4,64
8,4,128
8,4,128
8,4,128
8,4,128
120,32,32
120,32,32
120,32,32
120,32,32
160,32,64
160,32,64
160,32,64
160,32,64
4,4,128
4,4,128
4,4,128
4,4,128
4,3,128
4,3,128
4,3,128
4,3,128
80,16,32
80,16,32
80,16,32
80,16,32
160,40,16
160,40,16
160,40,16
160,40,16
12,32,32
12,32,32
12,32,32
12,32,32
32,8,32
32,8,32
32,8,32
32,8,32
20,7,128
20,7,128
20,7,128
20,7,128
224,45,1
224,45,1
224,45,1
224,45,1
135,45,16
135,45,16
135,45,16
135,45,16
16,4,64
16,4,64
16,4,64
16,4,64
103,52,16
103,52,16
103,52,16
103,52,16
6,6,128
6,6,128
6,6,128
6,6,128
32,8,32
32,8,32
32,8,32
32,8,32
20,5,256
20,5,256
20,5,256
20,5,256
45,45,16
45,45,16
45,45,16
45,45,16
32,32,64
32,32,64
32,32,64
32,32,64
20,4,128
20,4,128
20,4,128
20,4,128
16,4,64
16,4,64
16,4,64
16,4,64
56,12,32
56,12,32
56,12,32
56,12,32
8,16,64
8,16,64
8,16,64
8,16,64
9,6,128
9,6,128
9,6,128
9,6,128
40,10,128
40,10,128
40,10,128
40,10,128
24,20,16
24,20,16
24,20,16
24,20,16
13,4,256
13,4,256
13,4,256
13,4,256
112,23,16
112,23,16
112,23,16
112,23,16
16,20,64
16,20,64
16,20,64
16,20,64
20,4,64
20,4,64
20,4,64
20,4,64
40,8,64
40,8,64
40,8,64
40,8,64
160,32,64
160,32,64
160,32,64
160,32,64
56,16,64
56,16,64
56,16,64
56,16,64
23,23,32
23,23,32
23,23,32
23,23,32
26,6,64
26,6,64
26,6,64
26,6,64
16,4,64
16,4,64
16,4,64
16,4,64
24,20,64
24,20,64
24,20,64
24,20,64
120,32,32
120,32,32
120,32,32
120,32,32
13,8,32
13,8,32
13,8,32
13,8,32
10,5,256
10,5,256
10,5,256
10,5,256
26,7,128
26,7,128
26,7,128
26,7,128
80,16,64
80,16,64
80,16,64
80,16,64
60,32,32
60,32,32
60,32,32
60,32,32
480,160,8
480,160,8
480,160,8
480,160,8
26,6,64
26,6,64
26,6,64
26,6,64
160,32,16
160,32,16
160,32,16
160,32,16
40,8,64
40,8,64
40,8,64
40,8,64
40,10,32
40,10,32
40,10,32
40,10,32
12,10,128
12,10,128
12,10,128
12,10,128
20,5,512
20,5,512
20,5,512
20,5,512
224,45,16
224,45,16
224,45,16
224,45,16
8,5,128
8,5,128
8,5,128
8,5,128
32,32,16
32,32,16
32,32,16
32,32,16
32,8,32
32,8,32
32,8,32
32,8,32
84,84,1
84,84,1
84,84,1
84,84,1
256,52,1
256,52,1
256,52,1
256,52,1
40,8,64
40,8,64
40,8,64
40,8,64
20,4,64
20,4,64
20,4,64
20,4,64
80,20,64
80,20,64
80,20,64
80,20,64
32,8,64
32,8,64
32,8,64
32,8,64
120,32,32
120,32,32
120,32,32
120,32,32
112,23,16
112,23,16
112,23,16
112,23,16
32,21,16
32,21,16
32,21,16
32,21,16
40,16,64
40,16,64
40,16,64
40,16,64
26,7,64
26,7,64
26,7,64
26,7,64
79,23,32
79,23,32
79,23,32
79,23,32
60,32,32
60,32,32
60,32,32
60,32,32
10,4,64
10,4,64
10,4,64
10,4,64
40,8,64
40,8,64
40,8,64
40,8,64
23,23,16
23,23,16
23,23,16
23,23,16
112,23,16
112,23,16
112,23,16
112,23,16
160,32,64
160,32,64
160,32,64
160,32,64
20,4,64
20,4,64
20,4,64
20,4,64
64,32,64
64,32,64
64,32,64
64,32,64
80,16,32
80,16,32
80,16,32
80,16,32
26,6,64
26,6,64
26,6,64
26,6,64
160,32,64
160,32,64
160,32,64
160,32,64
20,4,64
20,4,64
20,4,64
20,4,64
8,10,128
8,10,128
8,10,128
8,10,128
168,64,16
168,64,16
168,64,16
168,64,16
208,42,8
208,42,8
208,42,8
208,42,8
40,20,32
40,20,32
40,20,32
40,20,32
20,4,128
20,4,128
20,4,128
20,4,128
144,128,8
144,128,8
144,128,8
144,128,8
32,8,32
32,8,32
32,8,32
32,8,32
32,8,32
32,8,32
32,8,32
32,8,32
12,5,256
12,5,256
12,5,256
12,5,256
4,8,64
4,8,64
4,8,64
4,8,64
18,4,64
18,4,64
18,4,64
18,4,64
8,5,256
8,5,256
8,5,256
8,5,256
120,32,32
120,32,32
120,32,32
120,32,32
64,16,64
64,16,64
64,16,64
64,16,64
13,3,128
13,3,128
13,3,128
13,3,128
13,13,64
13,13,64
13,13,64
13,13,64
205,52,1
205,52,1
205,52,1
205,52,1
80,32,64
80,32,64
80,32,64
80,32,64
45,23,32
45,23,32
45,23,32
45,23,32
52,13,64
52,13,64
52,13,64
52,13,64
120,32,32
120,32,32
120,32,32
120,32,32
40,10,128
40,10,128
40,10,128
40,10,128
180,52,1
180,52,1
180,52,1
180,52,1
80,20,128
80,20,128
80,20,128
80,20,128
108,32,32
108,32,32
108,32,32
108,32,32
4,7,128
4,7,128
4,7,128
4,7,128
32,8,32
32,8,32
32,8,32
32,8,32
21,11,32
21,11,32
21,11,32
21,11,32
48,20,64
48,20,64
48,20,64
48,20,64
26,6,64
26,6,64
26,6,64
26,6,64
128,26,16
128,26,16
128,26,16
128,26,16
8,2,64
8,2,64
8,2,64
8,2,64
4,10,128
4,10,128
4,10,128
4,10,128
160,32,64
160,32,64
160,32,64
160,32,64
128,26,16
128,26,16
128,26,16
128,26,16
160,32,16
160,32,16
160,32,16
160,32,16
160,40,64
160,40,64
160,40,64
160,40,64
128,52,1
128,52,1
128,52,1
128,52,1
72,16,16
72,16,16
72,16,16
72,16,16
48,16,64
48,16,64
48,16,64
48,16,64
2,3,128
2,3,128
2,3,128
2,3,128
13,3,128
13,3,128
13,3,128
13,3,128
13,3,256
13,3,256
13,3,256
13,3,256
24,8,64
24,8,64
24,8,64
24,8,64
13,3,384
13,3,384
13,3,384
13,3,384
160,32,64
160,32,64
160,32,64
160,32,64
32,8,38
32,8,38
32,8,38
32,8,38
84,32,32
84,32,32
84,32,32
84,32,32
32,7,128
32,7,128
32,7,128
32,7,128
160,40,64
160,40,64
160,40,64
160,40,64
32,7,64
32,7,64
32,7,64
32,7,64
4,2,64
4,2,64
4,2,64
4,2,64
20,8,32
20,8,32
20,8,32
20,8,32
96,32,16
96,32,16
96,32,16
96,32,16
40,8,64
40,8,64
40,8,64
40,8,64
40,20,128
40,20,128
40,20,128
40,20,128
112,23,16
112,23,16
112,23,16
112,23,16
160,32,64
160,32,64
160,32,64
160,32,64
16,10,256
16,10,256
16,10,256
16,10,256
42,21,16
42,21,16
42,21,16
42,21,16
224,45,16
224,45,16
224,45,16
224,45,16
40,10,128
40,10,128
40,10,128
40,10,128
56,16,32
56,16,32
56,16,32
56,16,32
32,8,32
32,8,32
32,8,32
32,8,32
14,4,128
14,4,128
14,4,128
14,4,128
72,16,64
72,16,64
72,16,64
72,16,64
10,2,64
10,2,64
10,2,64
10,2,64
20,4,64
20,4,64
20,4,64
20,4,64
72,32,32
72,32,32
72,32,32
72,32,32
20,5,512
20,5,512
20,5,512
20,5,512
80,20,16
80,20,16
80,20,16
80,20,16
36,8,64
36,8,64
36,8,64
36,8,64
40,10,256
40,10,256
40,10,256
40,10,256
56,12,64
56,12,64
56,12,64
