OH,OWB,ICB,OCB
29,7,64,32
29,7,64,32
29,7,64,32
29,7,64,32
29,7,64,32
29,7,64,32
29,7,64,32
29,7,64,32
29,7,64,32
29,7,64,32
29,7,64,32
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,4,128,128
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
16,16,32,32
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
80,16,32,13
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
10,2,64,5
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
20,4,64,8
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,32,32
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
6,4,256,256
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
20,5,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
167,42,8,16
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
32,8,128,1
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
11,3,256,256
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
80,20,64,16
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
73,21,16,32
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
20,5,256,512
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
16,8,64,64
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
20,5,64,256
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
18,5,256,512
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
32,7,64,32
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
256,52,16,5
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
14,4,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
7,2,64,64
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
26,7,128,45
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
13,3,128,103
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
32,8,32,29
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
146,42,8,16
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
16,32,64,3
16,32,64,3
16,32,64,3
